,AUC,AP,HSIC,p_value,#0.05,cov_1
0,0.8098904749657064,0.7715593216010213,3.9960128e-06,0.968606094581179,False,0.010961041785776615
1,0.8443519482021044,0.8108543986737734,9.816476e-06,0.5351885608189837,False,0.13902150094509125
2,0.828471269623533,0.7853513105723848,6.2477047e-06,0.7945986751303751,False,0.044039756059646606
3,0.8544760459710744,0.8218051737042772,9.15881e-06,0.40806577596746485,False,0.11248442530632019
4,0.8198453134021535,0.7950346136344509,4.551256e-06,0.7593131438833562,False,0.020659945905208588
5,0.8566809439825314,0.8588847449308405,5.2879955e-06,0.8360783144421362,False,0.014825159683823586
6,0.8503683843974676,0.8240574812922701,1.1873768e-05,0.548533481508007,False,0.058051951229572296
7,0.8210062284319503,0.7888601031698941,8.422579e-06,0.5245879828019602,False,0.037538740783929825
8,0.856683223842333,0.8474938888778365,1.084103e-05,0.8080701075759601,False,0.004435127135366201
9,0.85973479652492,0.8451045548034424,5.979438e-06,0.8940918819564854,False,0.03166034072637558
10,0.8568228509195317,0.833787992786416,1.5907615e-05,0.595726387909357,False,0.05225711688399315
11,0.850159594504398,0.8341653459758002,9.085206e-06,0.6819957142669293,False,0.012826708145439625
12,0.8411083906684782,0.7869496299098242,5.9411536e-06,0.6414855252808178,False,0.0022659869864583015
13,0.8648038820106606,0.8527609592033888,9.207604e-06,0.6112571363093193,False,0.04363061115145683
14,0.8354000890383428,0.8037776512116862,9.367215e-06,0.699103148393379,False,0.04204481840133667
15,0.8336876394058124,0.7981820047513439,5.38184e-06,0.49391466010609053,False,0.026016399264335632
16,0.863669566372269,0.8482916573432475,1.3012998e-05,0.7070775977485043,False,0.04014715552330017
17,0.838308130615823,0.8020811510895851,4.289823e-06,0.8133626581797315,False,0.02396848425269127
18,0.8358177997817637,0.8111621986824674,6.241625e-06,0.6352330963860738,False,0.06830960512161255
19,0.8141764857488386,0.7800540214646481,6.481115e-06,0.8197128711084042,False,0.01073818001896143
20,0.815934713648834,0.7906165177052087,6.9034218e-06,0.29277365271234496,False,0.04480705037713051
21,0.8368603562622787,0.8138871331764774,1.19748465e-05,0.5828308168365615,False,0.03768152743577957
22,0.8565809461805556,0.8282461002265291,1.9911266e-05,0.17289938005762598,False,0.05913863703608513
23,0.8442941673710904,0.8103177748707817,6.6289235e-06,0.9067725106849865,False,0.021408192813396454
24,0.8364319470699433,0.8036831459721603,8.745622e-06,0.6581946276587468,False,0.017234720289707184
25,0.8385770364244196,0.8162168253020601,8.692576e-06,0.5994952010149457,False,0.03963201493024826
26,0.8497144556811422,0.8241466974347089,1.1664894e-05,0.24295762596691534,False,0.03273311257362366
27,0.8030028959679216,0.759554254753408,7.316093e-06,0.7040654642165269,False,0.02343168295919895
28,0.8237975942072592,0.7800627777976447,8.889721e-06,0.4898412216083037,False,0.027188720181584358
29,0.7705238558008238,0.7534889208194833,6.0431908e-06,0.7400263743474843,False,0.04954950883984566
30,0.8500873586268046,0.8368408655231386,4.1574467e-06,0.9474407936288397,False,0.07638797163963318
31,0.7881180347021294,0.7501918065245696,9.092282e-06,0.7224290147958302,False,0.03512419015169144
32,0.7836115162318371,0.7446486322591674,5.3108274e-06,0.6280921404009185,False,0.020653268322348595
33,0.8380289050135864,0.80693000562339,7.008173e-06,0.5497692485301027,False,0.10847204923629761
34,0.7965896337108458,0.7633248962475282,9.055104e-06,0.5037911125155526,False,0.12036716938018799
35,0.840430929927477,0.8083970920547674,1.3709145e-05,0.35128970209510463,False,0.03973124548792839
36,0.8392562499999999,0.800978416140608,5.757103e-06,0.6021898332028244,False,0.034605804830789566
37,0.8332800905431677,0.8174974954961673,8.385246e-06,0.661264219311876,False,0.06897878646850586
38,0.8018252595155709,0.7730027542234832,6.6473667e-06,0.46429989485720724,False,0.05589849501848221
39,0.828738170586405,0.7967251540566315,4.2476186e-06,0.9529679323946999,False,0.017085624858736992
40,0.8810644183364125,0.8763366140730517,7.3387123e-06,0.6362420665291475,False,0.019855065271258354
41,0.8154900838214354,0.7927768395158519,8.542325e-06,0.21159420400293757,False,0.052334580570459366
42,0.800697564044547,0.753891766176925,5.9759477e-06,0.2057212543060148,False,0.06729055941104889
43,0.8372862568666765,0.8061265023144182,1.1364843e-05,0.4564897346727619,False,0.05055619403719902
44,0.7854868503331441,0.7478833582662271,1.08263475e-05,0.7501052600658011,False,0.019175611436367035
45,0.8346609477124184,0.781311837508567,8.238974e-06,0.6309114614185338,False,0.03801745921373367
46,0.7372959183673469,0.7278713530018963,4.4621133e-06,0.9047962617524373,False,0.02012215554714203
47,0.8086969133604948,0.7693134677604164,9.884394e-06,0.17033497107516235,False,0.21878421306610107
48,0.8084562281644719,0.7736160246630184,9.571932e-06,0.4507792095055384,False,0.12481842935085297
49,0.8355593438750033,0.8332339176431102,1.0666285e-05,0.6256438617766675,False,0.04123752936720848
50,0.8172543617998164,0.7926974169357947,1.24524095e-05,0.8090808327121731,False,0.020314030349254608
51,0.846868894686848,0.8110910656798094,5.083567e-06,0.654166354249761,False,0.002010983880609274
52,0.8624238059529733,0.8290691500736103,7.0129718e-06,0.34757649204778357,False,0.06434724479913712
53,0.8769826989619377,0.8579354949138742,1.2995067e-05,0.3548870951813054,False,0.09239267557859421
54,0.8468328507873737,0.8322077600376335,4.7975976e-05,0.300413675134041,False,0.030639640986919403
55,0.8503435499182422,0.8203419225932225,8.423887e-06,0.7790012381771325,False,0.008297177031636238
56,0.8445368367285621,0.7914713563434093,5.6014237e-06,0.7046081114053573,False,0.11546307802200317
57,0.8487051039697543,0.8129767838787396,5.5299465e-06,0.9602703407598205,False,0.01707572117447853
58,0.8526416716260001,0.8600127212255064,8.996988e-06,0.5817841406603803,False,0.027199637144804
59,0.8395728744395823,0.796146265458636,9.705363e-06,0.579365449631011,False,0.05304648354649544
60,0.8502743699023707,0.8247088827177209,4.364418e-06,0.850126493560485,False,0.018257085233926773
61,0.8561748086987343,0.8317345530799632,9.198462e-06,0.8358295586980649,False,0.020899251103401184
62,0.8234613293425423,0.7867018104860432,8.864714e-06,0.6180189256421051,False,0.03254919499158859
63,0.8485090885136057,0.8247613028918801,5.556396e-06,0.6989189535121014,False,0.11449151486158371
