,AUC,AP,HSIC,p_value,#0.05,cov_1
0,0.6130540635850694,0.5657592560379239,1.2278829e-05,0.015704774592760814,True,0.06035703420639038
1,0.5662375774236937,0.521471443877014,6.2972824e-05,9.391408535214881e-07,True,0.09400027245283127
2,0.7155574449994686,0.6340568835308332,4.15943e-05,0.026463216901128926,True,0.025396259501576424
3,0.6906651057925772,0.6786565901968257,2.0451307e-05,0.0017280718389559367,True,0.07996132224798203
4,0.5855510520417675,0.663588630280747,0.00012791212,5.395771522920319e-05,True,0.1710296869277954
5,0.4697250801146905,0.4680474715701503,2.5220243e-05,0.1139848699556101,False,0.030129292979836464
6,0.8810352361037421,0.8668327259274902,2.1864245e-05,0.15303044535164248,False,0.06089604273438454
7,0.7525056459095605,0.718312619363324,8.8828536e-05,3.2839727520120177e-18,True,0.1285073161125183
8,0.5423599638557516,0.6074370056021463,0.00038865392,7.548174312455506e-10,True,0.2316344529390335
9,0.4816093661047993,0.45110417763202637,4.957195e-05,0.00656860315278834,True,0.03229885175824165
10,0.7290383295220516,0.6392389439181652,2.224796e-05,0.002173056970497826,True,0.07097592204809189
11,0.6561275088547815,0.5726385853152274,1.4672869e-05,0.021920660540996367,True,0.062700554728508
12,0.7253494653597683,0.6445407109908761,2.242651e-05,0.5849796222395065,False,0.04300999268889427
13,0.3544207317073171,0.39999497039716836,3.643774e-05,7.021951914811118e-05,True,0.06798125058412552
14,0.3337798816568047,0.39021596805019443,7.359012e-05,0.052823793342903484,False,0.013904457911849022
15,0.7970281075191258,0.7689942415104949,6.0196985e-06,0.06813756619546926,False,0.044406693428754807
16,0.6679919401733674,0.582293109688258,1.4023986e-05,0.0003323646202645778,True,0.04030897095799446
17,0.29601297260802467,0.3832564995836545,5.3223062e-05,1.682983185723486e-07,True,0.08174242824316025
18,0.6107138326355922,0.5477207554268061,2.770837e-05,0.0008902681469131021,True,0.059923067688941956
19,0.5842546826222684,0.5290900475611836,8.825845e-05,1.4773082103710018e-05,True,0.08545117825269699
20,0.5403480828023991,0.5032355638442856,3.0315687e-05,2.7110880632652232e-08,True,0.4431805908679962
21,0.7414665929383726,0.6432925689161899,6.702736e-05,1.181456525978122e-10,True,0.1303982138633728
22,0.8736749594375337,0.8653153169931969,1.8530161e-05,0.030420775459864425,True,0.1120099425315857
23,0.8727815082644629,0.8593768505756458,1.5627458e-05,0.0540677130866099,False,0.0686100572347641
24,0.5499519659166852,0.5306248629570891,2.9389408e-05,0.05550182247197428,False,0.09414972364902496
25,0.8779102040816327,0.8572700783630076,1.2640008e-05,0.1567861741001074,False,0.07783447951078415
26,0.8683264689095593,0.8539667435529661,1.7974813e-05,0.041324614453658585,True,0.08322069048881531
27,0.4320522487262521,0.42683547186980586,7.786824e-05,0.00011389477071353197,True,0.059521473944187164
28,0.8366569203032543,0.7570382004144787,3.851461e-05,0.00378367550711851,True,0.05584556981921196
29,0.6078028801691108,0.5682614966368487,1.4382621e-05,0.05054449422600598,False,0.07954981178045273
30,0.879776462853386,0.8548268169741042,1.2411868e-05,0.6365714844098981,False,0.060218337923288345
31,0.5299839488567866,0.5439740551528655,1.07083715e-05,0.3087928929837356,False,0.04176698252558708
32,0.5987435996990949,0.5460831870841459,4.628698e-05,5.347844735341406e-10,True,0.14000782370567322
33,0.3732582602895008,0.4035938469494394,0.00017876242,7.849116156231629e-11,True,0.09679257869720459
34,0.7832022336170099,0.8058291000416727,1.6146434e-05,0.06454873465881412,False,0.089915432035923
35,0.7996460734060457,0.7730435374491513,2.207571e-05,0.08227225994464467,False,0.07902660220861435
36,0.6360025984802167,0.5692424365233426,3.5778474e-05,1.1360277431175221e-05,True,0.1060599833726883
37,0.8920741062685568,0.8585459017835231,1.11928575e-05,0.03415690479157837,True,0.1166563481092453
