,AUC,AP,HSIC,p_value,#0.05,cov_1,delta,k
263,0.853438044493826,0.8430977135018839,1.7608745e-05,0.8000066911729845,False,0.06873887777328491,500,37
264,0.845900356051615,0.8403406367807462,7.742902e-06,0.7964791529266426,False,0.010479451157152653,1000,37
265,0.7900305547839701,0.7500120670210297,3.3780975e-06,0.8722455315960704,False,0.02856258675456047,2000,37
266,0.8869480003289383,0.8715101625553878,0.022164028,3.5292986308848815e-115,True,0.8706123232841492,0,38
267,0.8543625448863793,0.8266161111841721,0.0018885073,1.5339447806758652e-28,True,0.3133572041988373,10,38
268,0.8341602478002248,0.8159595438979341,0.00012948745,0.0009234725733374799,True,0.10977250337600708,100,38
269,0.8599065266851238,0.8349622883351409,4.10302e-05,0.10281305954078139,False,0.05544023588299751,200,38
270,0.820721745566185,0.794887619878843,1.5679636e-05,0.32315693983046523,False,0.06997257471084595,500,38
271,0.8376689235492447,0.7946574465346331,6.760043e-06,0.6607774909947068,False,0.027362769469618797,1000,38
272,0.8467421397439764,0.823208215895836,2.7857375e-06,0.7747436287347177,False,0.03835661709308624,2000,38
273,0.9030068197114169,0.8991828065590961,0.018454013,4.130583766593228e-104,True,0.6552165746688843,0,39
274,0.8693011838209835,0.8519970055476833,0.002285191,4.1138409114215254e-23,True,0.3122389614582062,10,39
275,0.8622752860349584,0.837576844002593,5.31952e-05,0.4543890758697524,False,0.050909701734781265,100,39
276,0.85315251177791,0.8259499930148467,2.8574837e-05,0.6776536572249843,False,0.04589402303099632,200,39
277,0.8379452944769286,0.8206057840837248,1.1444633e-05,0.8770339592793953,False,0.037091705948114395,500,39
278,0.8385755245108908,0.8353950326778103,5.3853005e-06,0.8792284342504962,False,0.024707604199647903,1000,39
279,0.8259242401254234,0.7754350727153172,2.3214034e-06,0.8189007213894929,False,0.028116246685385704,2000,39
280,0.9084454921740084,0.9056887369120832,0.018982196,1.075867647035342e-103,True,0.752125084400177,0,40
281,0.8652038047202654,0.83285014524145,0.0024698519,7.229529765423896e-25,True,0.3614767789840698,10,40
282,0.842013650941586,0.7984126867016084,0.00017186925,0.00124414253948113,True,0.11840450018644333,100,40
283,0.8466324936268194,0.8204987428472557,8.342888e-05,0.06225437348553083,False,0.08290646970272064,200,40
284,0.8250870316054932,0.7831533311469652,1.3205604e-05,0.5512085190712204,False,0.026974668726325035,500,40
285,0.8475576327403307,0.8234904046862391,8.3021505e-06,0.5771156703390243,False,0.017107879742980003,1000,40
286,0.8230585784380912,0.7924163776842056,3.0383292e-06,0.7922476222711151,False,0.19160285592079163,2000,40
287,0.8900674461481015,0.8792764497930917,0.027916715,1.0092392569836203e-153,True,0.8671830892562866,0,41
288,0.8778734626245653,0.84913625859198,0.001928425,2.261796616157831e-24,True,0.28458696603775024,10,41
289,0.8519743751312749,0.838401638699553,0.00017506139,3.667360372618115e-05,True,0.09531455487012863,100,41
290,0.8222128871152186,0.7875533143278407,6.815975e-05,0.004499131608039248,True,0.12139704823493958,200,41
291,0.8047270648089803,0.767012843110757,2.392813e-05,0.07866331828153138,False,0.017248718068003654,500,41
292,0.8254159957058508,0.7976743295244909,1.5117617e-05,0.07507542059372983,False,0.037564896047115326,1000,41
293,0.8498331349623095,0.8345566509028013,5.6670606e-06,0.1614530782492279,False,0.07627145200967789,2000,41
294,0.8900915277182817,0.8630589754189683,0.018867528,1.7882015250138185e-104,True,0.718143105506897,0,42
295,0.8776687409461461,0.8554157703166928,0.0022348117,6.408705494934764e-23,True,0.32011643052101135,10,42
296,0.8406325516907611,0.8217857909443836,6.12664e-05,0.09791937224868905,False,0.0908697247505188,100,42
297,0.8485557978999965,0.8224374328084778,3.5814617e-05,0.22068957927747024,False,0.08537599444389343,200,42
298,0.8433989843333584,0.8074010160599844,8.879971e-06,0.21557592051555993,False,0.047028571367263794,500,42
299,0.8572769277555599,0.8458732150067141,7.912714e-06,0.8063700912845666,False,0.04657071828842163,1000,42
300,0.8506420674342484,0.8342652348112762,2.5551233e-06,0.9127225936914463,False,0.0350157804787159,2000,42
301,0.8903183344388398,0.880018554998627,0.018098705,2.1076503185009147e-97,True,0.7429446578025818,0,43
302,0.8867550043448975,0.8728023041876023,0.0023355498,1.9978733769358503e-28,True,0.3575054407119751,10,43
303,0.8222756978830839,0.7964214122081079,7.9786936e-05,0.024562729886939,True,0.10439877212047577,100,43
304,0.8260498454861915,0.7958963302300435,4.6720455e-05,0.21791973110538565,False,0.07163926213979721,200,43
305,0.8090301880389343,0.768572149376316,1.5824497e-05,0.5782510669437483,False,0.04189759120345116,500,43
306,0.782518600788766,0.7376295544224428,1.30137705e-05,0.41762086271910326,False,0.04717237129807472,1000,43
307,0.8147119770054658,0.7858343541335142,2.6987002e-06,0.8405917951689564,False,0.04873962327837944,2000,43
308,0.9210586011342154,0.916045950391268,0.018570466,2.735802042163424e-110,True,0.823117733001709,0,44
309,0.9096928166351606,0.8944243797610718,0.0018145171,9.716912418718842e-13,True,0.3354983329772949,10,44
310,0.839976370510397,0.8016343913828476,8.393135e-05,0.19883936470958266,False,0.0781685933470726,100,44
311,0.8679962192816635,0.8369601872576751,5.270312e-05,0.5409067310095509,False,0.040520161390304565,200,44
312,0.8542769376181476,0.8306235576912342,1.71281e-05,0.6447016208947449,False,0.022541381418704987,500,44
313,0.8578260869565216,0.8138692365402524,7.652937e-06,0.43498431761591005,False,0.05095324292778969,1000,44
314,0.8554206049149339,0.8249461503054162,3.214215e-06,0.8939441211878891,False,0.018460774794220924,2000,44
315,0.8904480638109888,0.872159568964104,0.031149382,1.2382210168459316e-161,True,0.7117571234703064,0,45
316,0.8814808035509998,0.8559688238687175,0.0013840956,4.2279387394320414e-20,True,0.2362363487482071,10,45
317,0.8557670307544467,0.8286517469746233,8.564235e-05,0.09612594986211855,False,0.05978836864233017,100,45
318,0.85382397769713,0.8240818946425372,5.2574436e-05,0.05039395957689825,False,0.07842668145895004,200,45
319,0.8445909556512221,0.8234701978007997,1.9642297e-05,0.6512540526640909,False,0.06348021328449249,500,45
320,0.8427394232089238,0.8262008516029353,6.3492903e-06,0.8593194519907067,False,0.022883867844939232,1000,45
321,0.7703782969421555,0.7288050210830549,1.7916806e-06,0.6395317458262704,False,0.00688320305198431,2000,45
322,0.8795999572718047,0.8613586454255577,0.022671038,4.801184021165243e-114,True,0.8193060159683228,0,46
323,0.8649165910021543,0.8371250758616613,0.001558933,1.3217165564429399e-23,True,0.3142532706260681,10,46
324,0.8383405437162847,0.8085643756657612,0.000100530306,0.004694227883030589,True,0.10874389111995697,100,46
325,0.8442201214192881,0.826259026191833,4.711349e-05,0.06037441218161019,False,0.053354229778051376,200,46
326,0.8297414944186294,0.7856707911643143,1.4116724e-05,0.1963767279988015,False,0.01710895076394081,500,46
327,0.8261318520892308,0.7928878349472093,7.94178e-06,0.18223207200142352,False,0.008752805180847645,1000,46
328,0.830640566860724,0.8033205538717931,2.8924624e-06,0.6798439505863472,False,0.01756194606423378,2000,46
329,0.8924053255663891,0.8637410940976018,0.021710213,4.813999327382632e-116,True,0.810657262802124,0,47
330,0.8663813261820615,0.8293584842622372,0.0017152,6.561350189853383e-26,True,0.3443470001220703,10,47
331,0.8532509279485677,0.8402640388643178,0.00011293857,0.0004909275103632567,True,0.14606598019599915,100,47
332,0.8755927326975332,0.8488268890424426,3.8182763e-05,0.06611005615310976,False,0.06082836911082268,200,47
333,0.8623794554851084,0.8333026990690405,1.3915644e-05,0.1271188744412001,False,0.03734453767538071,500,47
334,0.720520243190604,0.6750676419019127,1.2041869e-06,0.5720495304668265,False,0.06686747819185257,1000,47
335,0.8122909525754642,0.783378727526431,2.7252297e-06,0.5348631855226715,False,0.005894900765269995,2000,47
336,0.8834126371742113,0.872768423524968,0.028318485,4.448225843090869e-138,True,0.7771946787834167,0,48
337,0.8512945816186557,0.8335930002689823,0.0011064309,1.7531017476995044e-15,True,0.21086053550243378,10,48
338,0.8377057613168725,0.8233408621026462,7.294873e-05,0.06976573402725554,False,0.12434864044189453,100,48
339,0.81607938957476,0.7934180498159665,4.01806e-05,0.28455336491942657,False,0.028499916195869446,200,48
340,0.8290144890260631,0.8100491469501776,1.610972e-05,0.5770364043391765,False,0.003601143369451165,500,48
341,0.8451163837448559,0.8351421522365237,6.7436154e-06,0.7783861438787415,False,0.01432021427899599,1000,48
342,0.8301718964334706,0.7828945741597417,3.7928219e-06,0.7671661164206028,False,0.09482046961784363,2000,48
343,0.9087721090963139,0.9034979585334679,0.023503745,1.4694557135739324e-122,True,0.7996782064437866,0,49
344,0.8723199687871581,0.867291557729615,0.0018395954,2.261544366660263e-19,True,0.31147387623786926,10,49
345,0.8488592449464922,0.8273939635859853,0.0001038612,0.08580650514959227,False,0.0904025062918663,100,49
346,0.8501319114149821,0.8322781790244719,5.0205268e-05,0.3289308769969379,False,0.06355618685483932,200,49
347,0.8334850624256837,0.8061766850387175,2.012613e-05,0.4559710892031865,False,0.05020393803715706,500,49
348,0.8441030023781213,0.8237560984642553,7.71842e-06,0.7959935701499173,False,0.07990261167287827,1000,49
349,0.8217059304399524,0.7878276517546546,4.116601e-06,0.9121450584246819,False,0.013790452852845192,2000,49
350,0.8962456128590512,0.8873544710152623,0.018985406,2.2988520529756024e-108,True,0.7411101460456848,0,50
351,0.855488893889844,0.8310402373384704,0.0023075189,1.1434074516725733e-24,True,0.36043938994407654,10,50
352,0.8354744336817508,0.8143236716489521,7.262175e-05,0.13027636755247254,False,0.07545781135559082,100,50
353,0.8289338230013071,0.7835103921886051,2.7130001e-05,0.5380871634326903,False,0.05678824707865715,200,50
354,0.8067646960244004,0.7780242694402624,1.4984215e-05,0.07651339351197854,False,0.03523224964737892,500,50
355,0.8301643771337186,0.7881285916787106,5.670621e-06,0.8706034867667103,False,0.014199876226484776,1000,50
356,0.8301595889853435,0.8048219891231563,2.8561228e-06,0.9140118724180639,False,0.024595756083726883,2000,50
357,0.8849543885601578,0.8800397935509868,0.012704354,3.2262252803024184e-71,True,0.6087502837181091,0,51
358,0.8856118507560815,0.8841196800875617,0.0018743689,9.24802622325193e-16,True,0.26153790950775146,10,51
359,0.8736542570677187,0.8522966046620729,0.00012847692,0.08866411302354396,False,0.09618084877729416,100,51
360,0.8448697403024326,0.8240317152281973,5.8346486e-05,0.27682683485047055,False,0.0656357929110527,200,51
361,0.875965647600263,0.8598288462148058,1.4883721e-05,0.7669361484570741,False,0.041194669902324677,500,51
362,0.8525230111768574,0.8390171668783886,9.910137e-06,0.8127102081564324,False,0.03728945180773735,1000,51
363,0.8555535009861933,0.8506704856784313,5.6010335e-06,0.8231657610712968,False,0.01623375713825226,2000,51
364,0.889933996166077,0.8695641039886671,0.019533634,1.4803605255151497e-104,True,0.7727095484733582,0,52
365,0.8955563379888112,0.8817377900406334,0.0020351172,2.163979973027837e-20,True,0.3148595690727234,10,52
366,0.8689424296788111,0.8441803443498568,0.00012172519,0.005302094648028072,True,0.11300518363714218,100,52
367,0.8644825601216125,0.843320917072499,6.428273e-05,0.07412245059690004,False,0.09258945286273956,200,52
368,0.8493536542427443,0.8205013958633206,1.16395595e-05,0.6786962146777222,False,0.02988354116678238,500,52
369,0.8271884378720051,0.7922873214780306,6.3689863e-06,0.8539632690290577,False,0.025295395404100418,1000,52
370,0.855579587434122,0.835019055228976,3.1020786e-06,0.9141920404762509,False,0.019266502931714058,2000,52
371,0.8573377146754293,0.864133403053362,0.021378478,1.190115428347497e-111,True,0.5464379787445068,0,53
372,0.8502903672474013,0.8351904707484288,0.0018283698,1.2507908929553074e-17,True,0.2586209177970886,10,53
373,0.7855140154724753,0.7351842350089681,0.00025502604,0.0072840851032480195,True,0.11804571002721786,100,53
374,0.8004009341352015,0.7576933759134095,3.1379583e-05,0.23549643596341485,False,0.04662780463695526,200,53
375,0.8360441165326775,0.8160606308806969,2.8688492e-05,0.27843138826940367,False,0.05309144780039787,500,53
376,0.8318625526139941,0.8198104935799102,1.7214112e-05,0.450184361013763,False,0.018431443721055984,1000,53
377,0.8370774519326816,0.8354320746588393,3.976499e-06,0.79535801026188,False,0.02544599585235119,2000,53
378,0.9063762929729922,0.8936872786681048,0.026275357,5.044043291679302e-145,True,0.8641363382339478,0,54
379,0.8790391497089141,0.8544735506757419,0.0013465334,2.9006483077920263e-16,True,0.25034385919570923,10,54
380,0.8487510904591501,0.8383503656216846,0.000121352874,0.027026818669089354,True,0.1001424714922905,100,54
381,0.8517687692499422,0.8332488382243031,5.640971e-05,0.1454081578935064,False,0.13347254693508148,200,54
382,0.8506026455874237,0.8315419149894231,2.5920413e-05,0.32425633403789594,False,0.07521788775920868,500,54
383,0.8345617689472841,0.8142289917713359,8.154926e-06,0.6176662906841122,False,0.035130057483911514,1000,54
384,0.8504068080257793,0.838990256343478,2.6689047e-06,0.8601512217390135,False,0.02748986892402172,2000,54
385,0.8892768022710102,0.8570305939992804,0.021626728,2.136204588494982e-108,True,0.6545717120170593,0,55
386,0.860339735811909,0.8278742167289866,0.0021689537,4.053964322407192e-22,True,0.37792712450027466,10,55
387,0.8273734575673632,0.8048499437045985,0.00015101029,0.0025036169371589847,True,0.1378272920846939,100,55
388,0.8290790046015428,0.8192767697960236,0.00011687467,0.004898342830745669,True,0.14906957745552063,200,55
389,0.757669238341613,0.737521536382025,3.8651925e-07,0.7068457157790495,False,0.022946173325181007,500,55
390,0.809087475103592,0.7713060892715015,5.2741434e-06,0.7501804679068174,False,0.028733357787132263,1000,55
391,0.8054245552986424,0.7755272721452454,4.473686e-06,0.7051157499946173,False,0.056481294333934784,2000,55
392,0.8964541851749859,0.877727442876241,0.02794828,4.236450210321808e-135,True,0.8306245803833008,0,56
393,0.8788867470456532,0.8542752983672567,0.0018195808,7.772890948874199e-25,True,0.32059428095817566,10,56
394,0.8585505441745189,0.8262592587187143,8.2745595e-05,0.04436633609287644,True,0.06657455861568451,100,56
395,0.8407586116066618,0.7854749687268463,3.4342822e-05,0.0697528213416781,False,0.050550930202007294,200,56
396,0.841081883598137,0.8086048782846313,1.3270012e-05,0.5551731803210009,False,0.03164243698120117,500,56
397,0.8450629183079705,0.8118582661033032,5.0336894e-06,0.5711557221153893,False,0.027775896713137627,1000,56
398,0.8186803318925779,0.7754660977006584,2.2036809e-06,0.8364650117705797,False,0.023755371570587158,2000,56
399,0.8750125798450161,0.875201173216212,0.015000077,2.305577891612336e-91,True,0.6149105429649353,0,57
400,0.8371724060359577,0.8220596895366092,0.0022424408,9.841399305023964e-29,True,0.43119877576828003,10,57
401,0.8208156475512222,0.7784463586267735,0.00014004817,0.021402208992339345,True,0.0904017835855484,100,57
402,0.8330639766518076,0.8206669894843579,5.7955614e-05,0.2807111940651088,False,0.05398447439074516,200,57
403,0.8142800480698078,0.8173388095513022,2.7407608e-05,0.034527632185587846,True,0.1112794429063797,500,57
404,0.7869063053143184,0.7571179317347634,6.8223544e-06,0.8216592903180515,False,0.008200285024940968,1000,57
405,0.7882678885396132,0.7627673276961457,3.8470466e-06,0.860711679376194,False,0.011003046296536922,2000,57
406,0.8956995321643841,0.8825184357806215,0.023899281,4.529863283288187e-116,True,0.7524942755699158,0,58
407,0.8908237307285182,0.8720814219566515,0.0014472564,8.84763824530301e-18,True,0.29291605949401855,10,58
408,0.8447092892518469,0.8150393403154623,0.000116953786,0.00755556971342949,True,0.12345807999372482,100,58
409,0.847188324402591,0.8194295786380865,4.6223606e-05,0.09095256723064876,False,0.08079936355352402,200,58
410,0.8420766855519417,0.8084784974250154,1.8815299e-05,0.3990502347878666,False,0.04178742319345474,500,58
411,0.8357694058542525,0.8095894578138787,1.0803068e-05,0.526654218817427,False,0.0107992859557271,1000,58
412,0.8382594101870793,0.795154186612475,5.836343e-06,0.6388922692274874,False,0.11597643792629242,2000,58
413,0.894502743484225,0.8761772526200093,0.021014564,1.97266668413445e-119,True,0.7423574924468994,0,59
414,0.8897805212620027,0.8732059281080752,0.0016534205,5.270035230802231e-18,True,0.2767062187194824,10,59
415,0.8487757201646091,0.8118729805058056,0.000112732094,0.07867450204319773,False,0.05721762031316757,100,59
416,0.8485562414266119,0.8228833859777089,5.566018e-05,0.3225247569719387,False,0.0378907173871994,200,59
417,0.853477366255144,0.8419164725513332,1.4940412e-05,0.667550162832341,False,0.018186699599027634,500,59
418,0.8559739368998628,0.8554636042398094,8.25366e-06,0.41348918582202776,False,0.01343819685280323,1000,59
419,0.8423456790123457,0.8157661982265333,2.292397e-06,0.9051815216876173,False,0.00957790482789278,2000,59
420,0.8753470581285443,0.8498229648013289,0.022838166,4.0806288512403283e-112,True,0.7625843286514282,0,60
421,0.8642855033081285,0.8464180210502025,0.0024246224,5.454784115798474e-25,True,0.3711729943752289,10,60
422,0.8346304938563327,0.8052962634572064,0.00014183419,0.016003728822123545,True,0.08917377144098282,100,60
423,0.8291514059546314,0.8148563099507344,5.4019445e-05,0.07678437019918354,False,0.03681761398911476,200,60
424,0.8062234168241965,0.7902189061669302,1.1869446e-05,0.5922893705805701,False,0.058126650750637054,500,60
425,0.8315217391304348,0.824588487879733,7.4801937e-06,0.8079517162731831,False,0.03323563188314438,1000,60
426,0.8136814744801512,0.789517863889363,2.4265935e-06,0.9107706689204831,False,0.014011700637638569,2000,60
427,0.8846081391136337,0.8467604800872924,0.034042533,8.714662686235912e-168,True,0.83707195520401,0,61
428,0.8493080545827799,0.8145307539040934,0.0011489847,1.1262721334124757e-18,True,0.23969189822673798,10,61
429,0.8807728535201063,0.8534906526599608,0.00012266601,0.0030951473709420834,True,0.11381913721561432,100,61
430,0.8520130419031517,0.8261307794144439,5.638766e-05,0.01897471426168968,True,0.08958868682384491,200,61
431,0.8045067020891196,0.759767589886183,1.603078e-05,0.10313377372005077,False,0.05750204250216484,500,61
432,0.8381693032242483,0.8109647624534032,9.308929e-06,0.586888667916011,False,0.023551329970359802,1000,61
433,0.805467938654752,0.7863698353148639,1.2916743e-05,0.009547420071256233,True,0.17315511405467987,2000,61
434,0.9013193851236191,0.8864209589560392,0.021784615,2.2278972567117998e-120,True,0.7698631882667542,0,62
435,0.8901659453704116,0.8676289165090991,0.0017829795,1.4321177731875226e-25,True,0.2791517972946167,10,62
436,0.8648105939459695,0.8394239971997988,0.00017436723,2.3883619983836545e-05,True,0.12227125465869904,100,62
437,0.8681626985251548,0.8359257226696398,5.152437e-05,0.016149488849499835,True,0.032073844224214554,200,62
438,0.8653854717844289,0.8420035856073794,1.1958079e-05,0.3059675199188721,False,0.05594554916024208,500,62
439,0.8540943852248299,0.8307829918901475,6.686026e-06,0.4236625842626618,False,0.029063070192933083,1000,62
440,0.8667700367193097,0.8582065030722635,3.6200734e-06,0.5680460510013696,False,0.29822152853012085,2000,62
441,0.9064478449402364,0.9049700107533101,0.026220834,1.3050847663366227e-147,True,0.9108340740203857,0,63
442,0.8853532740587448,0.8578837928115078,0.001445945,4.969622546076372e-18,True,0.23935434222221375,10,63
443,0.8345396263247444,0.8215341292879825,0.00012319544,0.008696537627622613,True,0.10993725061416626,100,63
444,0.8358143677762429,0.8266357677872948,6.1982406e-05,0.19197803258345217,False,0.0563337616622448,200,63
445,0.8282139218834171,0.8015375832263341,1.8458835e-05,0.3618476298599429,False,0.047891777008771896,500,63
446,0.8531593853506072,0.8412675641589198,8.276821e-06,0.53586638916351,False,0.02687365747988224,1000,63
447,0.8356490247427849,0.8412832208266698,3.790303e-06,0.5549419769529492,False,0.03942716121673584,2000,63
448,0.8902810826888756,0.87954766341126,0.017815271,6.697373219571172e-107,True,0.5878143906593323,0,64
449,0.8668327384493358,0.8284910478913498,0.0021045755,7.745859915317611e-15,True,0.3516468405723572,10,64
450,0.841719545244233,0.7812638242143353,7.5711476e-05,0.3936667579664199,False,0.08009639382362366,100,64
451,0.8391045343380263,0.8094041966987733,4.6560224e-05,0.6084759739112126,False,0.06662441045045853,200,64
452,0.8293674400158637,0.7862292367008309,1.7420913e-05,0.8255627026019932,False,0.03605116158723831,500,64
453,0.8154083217661445,0.7695294488166879,9.383188e-06,0.8824892102076081,False,0.036587417125701904,1000,64
454,0.8132312115804086,0.7519682627883479,4.2269617e-06,0.791629818617505,False,0.020017938688397408,2000,64
455,0.906642634796213,0.8965448164739258,0.01957329,1.2520996726721924e-111,True,0.5885998606681824,0,65
456,0.8536192964629603,0.8320833639349645,0.0018654047,2.72588687342489e-21,True,0.2642448842525482,10,65
457,0.8294422670602086,0.8008349806960204,0.00011705051,0.013709853264115755,True,0.113934725522995,100,65
458,0.845671844002516,0.8295397304966288,5.2336276e-05,0.20423699469999054,False,0.07688958197832108,200,65
459,0.8382526088288899,0.8247913192793797,1.370899e-05,0.5960192565329271,False,0.033574178814888,500,65
460,0.8214907824067353,0.7944013745373468,6.1667615e-06,0.38477968580578303,False,0.05229732766747475,1000,65
461,0.8222286737310688,0.8006035624089496,2.434153e-06,0.9230742295782546,False,0.002816961146891117,2000,65
462,0.876995998768852,0.8765928050585059,0.01262223,1.207663643484512e-72,True,0.4374529719352722,0,66
463,0.8695967990150816,0.8673374461170306,0.0021573838,6.531201831068286e-31,True,0.4187346398830414,10,66
464,0.8470298553401047,0.8298148719821337,0.000103279555,0.0016748439509164526,True,0.08208458125591278,100,66
465,0.836528162511542,0.8128003253641658,3.5858568e-05,0.04774328416248829,True,0.04709595441818237,200,66
466,0.8363434903047091,0.8073810448554685,1.9131554e-05,0.21830178987576226,False,0.06129113584756851,500,66
467,0.8201908279470607,0.8061031188736476,3.993492e-06,0.6226250621595253,False,0.014485293999314308,1000,66
468,0.7930440135426285,0.7744294528179961,2.4241904e-06,0.8607659030125338,False,0.01622462272644043,2000,66
469,0.9043591836734693,0.8969322492424536,0.02036378,4.473711990187947e-104,True,0.8659562468528748,0,67
470,0.8799999999999999,0.8690645908681357,0.0021074405,1.417183164575575e-24,True,0.3412002623081207,10,67
471,0.8326857142857143,0.7922988318978434,8.859717e-05,0.038059840736768935,True,0.11241689324378967,100,67
472,0.8516897959183675,0.830178199676029,5.6219964e-05,0.1147433293386633,False,0.07611525058746338,200,67
473,0.8011020408163265,0.7413695671951601,1.6576061e-05,0.2084822898841093,False,0.06354151666164398,500,67
474,0.8444489795918368,0.8079788245996196,3.30342e-06,0.4421048333242411,False,0.023136477917432785,1000,67
475,0.8122367346938776,0.7659835662851726,2.5444635e-06,0.7237867874017456,False,0.006278075277805328,2000,67
476,0.8771008052390659,0.8754431543052349,0.028091073,5.2920494647860466e-138,True,0.7350948452949524,0,68
477,0.8524090347154933,0.8423035520102904,0.0019158922,9.093464931451644e-23,True,0.34697267413139343,10,68
478,0.8359951886130509,0.8103440469509401,0.00010266853,0.01714363841614443,True,0.06508871912956238,100,68
479,0.8131327475024224,0.795508277183431,7.524678e-05,0.03842772726063602,True,0.08535657078027725,200,68
480,0.8306993217280898,0.8078637709290671,2.2249958e-05,0.0768003089038562,False,0.06117437779903412,500,68
481,0.7765210999365164,0.7401946209039628,8.431981e-06,0.5875401285345199,False,0.020938891917467117,1000,68
482,0.8015219352467506,0.7726752700490402,3.4590412e-06,0.6613367971013491,False,0.026025084778666496,2000,68
483,0.8758908702941625,0.8608023097347983,0.024071716,1.2301842332242942e-117,True,0.7930195331573486,0,69
484,0.8563389727175734,0.8327346615430663,0.0020770528,8.534067643248877e-29,True,0.4378357231616974,10,69
485,0.8068770004572474,0.7586193913249165,0.00010113388,0.0006551797462472217,True,0.1034042090177536,100,69
486,0.8113824112178023,0.7737898042751571,3.362439e-05,0.04600788778388183,True,0.03496788069605827,200,69
487,0.7828623685413809,0.7361297416686556,1.2217571e-05,0.25302685130918934,False,0.02166595496237278,500,69
488,0.802450845907636,0.7536810019158,6.8563822e-06,0.4353876626044565,False,0.047782596200704575,1000,69
489,0.8059198292943149,0.7865804249252408,3.9793304e-06,0.5422669578366524,False,0.07373734563589096,2000,69
490,0.901312,0.8930567686833539,0.0266805,2.3852161336132233e-146,True,0.9000832438468933,0,70
491,0.8864240000000001,0.8679265179121629,0.0021320814,2.0682761741006812e-26,True,0.2555418908596039,10,70
492,0.842952,0.7899682886850856,8.225073e-05,0.2219373984511453,False,0.037054698914289474,100,70
493,0.880212,0.8443140263177789,3.7171445e-05,0.535769589942632,False,0.020882679149508476,200,70
494,0.8449880000000001,0.8022007715693988,1.1934847e-05,0.7514508795157329,False,0.02057485468685627,500,70
495,0.85288,0.823722007124286,6.2760464e-06,0.9281711640776614,False,0.015620113350450993,1000,70
496,0.8171199999999998,0.7663270737631803,3.373866e-06,0.8841484674067555,False,0.04469338804483414,2000,70
497,0.9232185099087185,0.9095626065400169,0.023221873,6.233264147419762e-126,True,0.6793237328529358,0,71
498,0.8838631390220125,0.8742760623779794,0.0017507168,3.8935110055905056e-19,True,0.27024561166763306,10,71
499,0.8680746340898091,0.8501661083146737,0.00010435478,0.0933693960131236,False,0.07621312886476517,100,71
500,0.8548902780712938,0.8353900708936111,4.0938532e-05,0.4242703196619211,False,0.07218969613313675,200,71
501,0.8613052103429706,0.8457342066348723,1.706104e-05,0.7245963889607956,False,0.03831636905670166,500,71
502,0.8760506922809481,0.8525885240452925,8.194399e-06,0.8526177399082617,False,0.021491648629307747,1000,71
503,0.8557219696091731,0.8441980559326031,4.5515994e-06,0.9052765184818847,False,0.025133328512310982,2000,71
504,0.9018617242815493,0.8773567592849982,0.018719072,3.0081324232856875e-100,True,0.5596587657928467,0,72
505,0.8717909204498124,0.8487743699365657,0.001976977,1.37443042206524e-20,True,0.30212175846099854,10,72
506,0.8593544356518118,0.8253623169942319,0.00013575476,0.011535624310598135,True,0.08578064292669296,100,72
507,0.8377800916284881,0.8011467679679807,5.734555e-05,0.13315692890870306,False,0.05781979486346245,200,72
508,0.8268096626405663,0.795367209411648,1.4587632e-05,0.48944177654429655,False,0.049497295171022415,500,72
509,0.8639400249895877,0.8408105766486558,5.29912e-06,0.6026386020517609,False,0.0565454438328743,1000,72
510,0.8300874635568513,0.7970578761291353,2.808609e-06,0.7901762925951517,False,0.0076747783459723,2000,72
511,0.9048095924798377,0.9006124935997054,0.024761029,4.8697329526856186e-133,True,0.8859377503395081,0,73
512,0.8754428599405367,0.843147507946393,0.00217944,6.602194700210808e-20,True,0.268810510635376,10,73
513,0.8333066282112909,0.7968434412107773,0.00011052902,0.14305220977323677,False,0.1029646247625351,100,73
514,0.8303957699086685,0.7978268703246967,3.84821e-05,0.5155138530508544,False,0.03499411791563034,200,73
515,0.8297882283822038,0.8026959155028218,1.4454528e-05,0.724859521665028,False,0.012410108931362629,500,73
516,0.8453061297156794,0.8230067483537175,4.628963e-06,0.9139139735515974,False,0.03384508192539215,1000,73
517,0.8071934697074898,0.769773286057358,1.3916724e-06,0.8888961440827499,False,0.012447530403733253,2000,73
518,0.8615088760455332,0.847314885538424,0.015068242,5.334068764451198e-85,True,0.626121997833252,0,74
519,0.841099657778559,0.7997369564873144,0.0019515377,9.591756522718962e-24,True,0.27601584792137146,10,74
520,0.8703797520703881,0.8515654881385109,8.458107e-05,0.07202447562390416,False,0.06892192363739014,100,74
521,0.8239575686769159,0.7817494723778254,3.81415e-05,0.2787801562374329,False,0.03281138092279434,200,74
522,0.8407171141737575,0.800689506681664,1.3966787e-05,0.6894132334415235,False,0.02799965813755989,500,74
523,0.8374810020574643,0.8074291546884759,5.7790958e-06,0.834188125945961,False,0.012056992389261723,1000,74
524,0.8408618604026012,0.7978589837686031,7.6423985e-06,0.5230265307673807,False,0.3095819652080536,2000,74
525,0.9373297002724795,0.9252969564817967,0.021377139,6.264293619266582e-111,True,0.8654388785362244,0,75
526,0.9216045853781676,0.9166510798738118,0.0017307437,2.015826536740448e-15,True,0.2884323298931122,10,75
527,0.8692395073094313,0.8461630751620214,0.00016056879,0.025242308092233677,True,0.1246081069111824,100,75
528,0.875231087913638,0.8548867381780576,9.658347e-05,0.0709331835222564,False,0.09362649917602539,200,75
