"Temperature"
"1"	3.98
"2"	4.01
"3"	3.63
"4"	3.63
"5"	4.75
"6"	1.11
"7"	10.91
"8"	11.87
"9"	10.48
"10"	10.48
"11"	7.4
"12"	4.23
"13"	9.74
"14"	9.74
"15"	11.28
"16"	11.28
"17"	13.46
"18"	11.81
"19"	11.04
"20"	13.4
"21"	12.25
"22"	9.07
"23"	9.51
"24"	9.51
"25"	11.77
"26"	10.85
"27"	10.85
"28"	10.85
"29"	10.85
"30"	10.85
"31"	10.85
"32"	9.37
"33"	7.22
"34"	9.88
"35"	9.88
"36"	7.88
"37"	8.77
"38"	8.77
"39"	8.77
"40"	7.55
"41"	9.96
"42"	9.23
"43"	10.43
"44"	10.43
"45"	8.69
"46"	9.79
"47"	10.47
"48"	9.79
"49"	9.79
"50"	12.4
"51"	12.4
"52"	6.24
"53"	12.14
"54"	12.14
"55"	12.14
"56"	9.28
"57"	12.22
"58"	12.22
"59"	12.22
"60"	12.22
"61"	9.72
"62"	10.96
"63"	7.08
"64"	7.08
"65"	9.94
"66"	9.94
"67"	9.77
"68"	9.77
"69"	6.01
"70"	9.77
"71"	11.21
"72"	11.37
"73"	7.64
"74"	7.64
"75"	9.64
"76"	11.92
"77"	9.25
"78"	9.25
"79"	9.25
"80"	8.65
"81"	9.36
"82"	8.74
"83"	5.62
"84"	8.91
"85"	10.41
"86"	6.72
"87"	9.38
"88"	9.38
"89"	9.38
"90"	9.38
"91"	11.36
"92"	11.69
"93"	13.44
"94"	13.44
"95"	12.1
"96"	9.54
"97"	14.8
"98"	10.67
"99"	11.51
"100"	8.37
"101"	13.55
"102"	13.55
"103"	11.94
"104"	11.94
"105"	11.94
"106"	13.55
"107"	14.3
"108"	14.3
"109"	13.55
"110"	13.55
"111"	12.23
"112"	12.23
"113"	12.23
"114"	9.1
"115"	10.81
"116"	10.9
"117"	10.9
"118"	9.75
"119"	9.75
"120"	12.65
"121"	12.65
"122"	14.61
"123"	8
"124"	14.02
"125"	13.92
"126"	11.63
"127"	12.38
"128"	11.99
"129"	7.09
"130"	11.16
"131"	11.16
"132"	11.16
"133"	11.58
"134"	10.95
"135"	10.48
"136"	13.68
"137"	11.21
"138"	11.21
"139"	10.28
"140"	12.37
"141"	9.18
"142"	8.91
"143"	9.18
"144"	9.18
"145"	12.06
"146"	12
"147"	13.07
"148"	13.07
"149"	13.07
"150"	13.07
"151"	13.07
"152"	12.64
"153"	12.64
"154"	13.99
"155"	13.99
"156"	11.74
"157"	10.7
"158"	14.4
"159"	13.88
"160"	11.43
"161"	11.28
"162"	11.45
"163"	13.26
"164"	13.83
"165"	13.74
"166"	13.74
"167"	11.9
"168"	11.9
"169"	13.3
"170"	12.54
"171"	14
"172"	14
"173"	12.26
"174"	12.26
"175"	14
"176"	14
"177"	14.04
"178"	12.35
"179"	9.55
"180"	9.55
"181"	9.55
"182"	12.18
"183"	14.46
"184"	7.74
"185"	9.57
"186"	8.69
"187"	10.43
"188"	10.43
"189"	8.69
"190"	10.43
"191"	5.2
"192"	7.58
"193"	5.2
"194"	10.43
"195"	8.19
"196"	12
"197"	10.56
"198"	10.56
"199"	10.64
"200"	10.64
"201"	10.64
"202"	10.56
"203"	10.56
"204"	12.5
"205"	8.63
"206"	12.5
"207"	12.5
"208"	12.5
"209"	12.26
"210"	12.3
"211"	13.4
"212"	8.91
"213"	8.91
"214"	8.91
"215"	8.61
"216"	10.05
"217"	11.66
"218"	10.94
"219"	12.97
"220"	12.97
"221"	10.05
"222"	10.61
"223"	10.05
"224"	11.8
"225"	10.05
"226"	10.05
"227"	10.55
"228"	10.05
"229"	10.05
"230"	10.61
"231"	10.61
"232"	11.11
"233"	12.08
"234"	12.08
"235"	9.52
"236"	9.52
"237"	12.43
"238"	11.33
"239"	9.63
"240"	11.47
"241"	10.37
"242"	11.21
"243"	11.21
"244"	11.21
"245"	10.37
"246"	11.21
"247"	12.64
"248"	10.39
"249"	13.45
"250"	13.45
"251"	14.52
"252"	14.52
"253"	15.47
"254"	14.52
"255"	15.47
"256"	15.47
"257"	15.47
"258"	13.92
"259"	14.29
"260"	13.36
"261"	15.41
"262"	13.28
"263"	14.62
"264"	15.55
"265"	14.77
"266"	15.13
"267"	15.55
"268"	15.13
"269"	15.13
"270"	15.55
"271"	16.02
"272"	15.42
"273"	15.12
"274"	15.44
"275"	13.18
"276"	13.87
"277"	13.93
"278"	13.59
"279"	13.93
"280"	14.47
"281"	14.47
"282"	11.57
"283"	11.57
"284"	11.57
"285"	11.57
"286"	11.57
"287"	12.18
"288"	12.18
"289"	10.69
"290"	9.83
"291"	9.83
"292"	11.97
"293"	11.97
"294"	11.97
"295"	11.97
"296"	10.64
"297"	10.64
"298"	10.7
"299"	10.76
"300"	12.44
"301"	11.17
"302"	12.06
"303"	14.04
"304"	11.12
"305"	10.86
"306"	10.86
"307"	10.86
"308"	10.86
"309"	10.86
"310"	10.86
"311"	11.99
"312"	11.23
"313"	11.29
"314"	9.28
"315"	9.28
"316"	9.28
"317"	10.15
"318"	14.88
"319"	14.88
