,AUC,AP,AUC2,AP2,AUC3,AP3,HSIC,p_value,#0.05,cor2,Z_dim
75,0.8048580670019243,0.8031178330513344,0.6729088639201,0.6854540499672455,0.6934590189229756,0.7080686652114707,7.862396e-07,0.8451339185174769,False,0.006833743304014206,8
76,0.8287543540369153,0.8275868259741515,0.7517182588310513,0.7646290104929716,0.7912515317811284,0.7935227065536515,4.819989e-07,0.7775570627787568,False,0.00482784491032362,8
77,0.838221265577098,0.8419314952122924,0.7284857554217824,0.740018187371384,0.7316146878436441,0.7506096568782553,7.5467386e-07,0.841020374610958,False,0.00714098522439599,8
78,0.8264629175406201,0.8284594953722172,0.6718614835640139,0.6744904149014835,0.7161007785467128,0.7163048165059825,6.396922e-07,0.8412978117718329,False,0.004024037625640631,8
79,0.8274521069818932,0.827182485531356,0.6698198016879335,0.6703210467069389,0.6998483811670625,0.6971126887631881,5.9443846e-07,0.878137711205696,False,0.005575474817305803,8
80,0.8272352406892729,0.8290141196616312,0.6516333317032618,0.6338193944031194,0.6553254437869822,0.6444597310170459,3.5484524e-07,0.827983002345528,False,0.010033085942268372,9
81,0.8167985156578774,0.8142194605644238,0.6689586776859504,0.6800482082591134,0.7203570247933886,0.7195841154124105,7.6658165e-07,0.8738711344300537,False,0.005786438472568989,9
82,0.8287034047263994,0.8276220408682675,0.6817122473246137,0.6948935020097637,0.6991557669441141,0.7104296221549478,4.6208538e-07,0.7997015325703059,False,0.008153867907822132,9
83,0.8178843960866133,0.8164326844309309,0.6990335487842414,0.7092931279895286,0.7081317328408742,0.7125025004308367,4.9832215e-07,0.7948094891161049,False,0.004533508326858282,9
84,0.8205515428030838,0.8175485752064224,0.6926239390432098,0.6852494754556985,0.7225356867283951,0.7203356926787094,7.819615e-07,0.6168580353951003,False,0.0051179914735257626,9
85,0.8179223374169028,0.8162405724856621,0.711376,0.6955350078547466,0.729008,0.71766205940727,3.0526314e-07,0.885228059285634,False,0.006016225554049015,9
86,0.8318653765652049,0.8311775637841702,0.657959933933614,0.6411409538892736,0.6792716713730087,0.6547618040815182,7.1467315e-07,0.7904017117658951,False,0.003259852062910795,9
87,0.8313741212812332,0.8325218321098311,0.7124141519250782,0.7187713710539247,0.7427887617065556,0.7455237990456497,6.083833e-07,0.7632435067261288,False,0.009483862668275833,9
88,0.8281788105942587,0.8291577333443618,0.7037628425347977,0.6911689340003178,0.7300366123127047,0.7161713933942845,4.2779882e-07,0.8084318719978071,False,0.012883385643362999,9
89,0.8269116068047894,0.8304916936941935,0.6831281913464122,0.6925478507277423,0.72,0.7110303764637246,9.376257e-07,0.5223068111402431,False,0.011455295607447624,9
90,0.8326964105080941,0.8358222305478755,0.6888127494223902,0.6881622794105384,0.7137418609535812,0.7125304011762359,6.606617e-07,0.8126646396797946,False,0.00877975020557642,10
91,0.8258422431243136,0.8248435021789882,0.7054526534859521,0.709235702410823,0.7371800208116545,0.7400637039015799,7.41165e-07,0.8440457461836431,False,0.009285135194659233,10
92,0.8262851029479203,0.8254601644824427,0.7111863746537397,0.7122110448479283,0.7487664473684211,0.7529101707662581,6.1136456e-07,0.7829163170867022,False,0.010024580173194408,10
93,0.833855591988017,0.833306023637903,0.6859945130315501,0.7034743997691335,0.7147599451303154,0.7282927300348887,6.677702e-07,0.7643426170285692,False,0.0121082104742527,10
94,0.815194825455446,0.8174388685848855,0.6864990237958927,0.6770622129068272,0.7102802366377475,0.7079949179950955,5.3860254e-07,0.8703792657655957,False,0.010360154323279858,10
95,0.80715891943269,0.8114693601930013,0.6755085140520677,0.66686108314182,0.7143651984886911,0.7266584648366345,5.133289e-07,0.8245567247066181,False,0.002213560277596116,10
96,0.8316128396481904,0.8316208925784656,0.6738130981422406,0.6915504654031003,0.7005887596171889,0.7200900631137686,8.3536656e-07,0.6359832329032125,False,0.011334367096424103,10
97,0.8349663613520305,0.8355623587170145,0.6752756738694586,0.6969735418006284,0.7284612385832033,0.7455512774531989,9.474458e-07,0.7636163110536707,False,0.011898593977093697,10
98,0.8277605843209146,0.8292655164559051,0.6895810650887574,0.7019645559132632,0.7264568047337276,0.7462422050100159,9.595816e-07,0.7115147986844098,False,0.017590586096048355,10
99,0.8266806887844895,0.8245216791741019,0.7239076789084047,0.7415142788027977,0.7382138997758102,0.7468237718796263,4.803358e-07,0.7687162407474544,False,0.011692405678331852,10
